Test Step,Description,Expected,Test Class,Started,Finished,Duration(sec),Status,FailureMessage,Additional Parameters,

Verify_Login_functionality,Login with proper valid credentials.,HomePage should be display.,FlowTest,06:58:18 PM,06:59:26 PM,67.8,PASS,,
check_sorting_functionality,Click on Save & Add Product,Validation should be displayed on Save without mandatory fields,FlowTest,06:59:27 PM,07:01:48 PM,141.5,FAIL,stale element reference: element is not attached to the page document (Session info: chrome=7703865120) (Driver info: chromedriver=241578737 (49da6702b16031c40d63e5618de03a32ff6c197e)platform=Windows NT 10017134 x86_64) (WARNING: The server did not provide any stacktrace information) Command duration or timeout: 0 milliseconds For documentation on this error please visit: http://seleniumhqorg/exceptions/stale_element_referencehtml Build info: version: '360' revision: '6fbf3ec767' time: '2017-09-27T15:28:364Z' System info: host: 'DIN30000807' ip: '320920694' osname: 'Windows 10' osarch: 'amd64' osversion: '100' javaversion: '180_144' Driver info: orgopenqaseleniumchromeChromeDriver Capabilities [{mobileEmulationEnabled=false hasTouchScreen=false platform=XP acceptSslCerts=false goog:chromeOptions={debuggerAddress=localhost:56443} acceptInsecureCerts=false webStorageEnabled=true browserName=chrome takesScreenshot=true javascriptEnabled=true platformName=XP setWindowRect=true unexpectedAlertBehaviour= applicationCacheEnabled=false rotatable=false networkConnectionEnabled=false chrome={chromedriverVersion=241578737 (49da6702b16031c40d63e5618de03a32ff6c197e) userDataDir=C:\Users\saupraja\AppData\Local\Temp\scoped_dir66328_15208} takesHeapSnapshot=true unhandledPromptBehavior= pageLoadStrategy=normal databaseEnabled=false handlesAlerts=true version=7703865120 browserConnectionEnabled=false nativeEvents=true locationContextEnabled=true cssSelectorsEnabled=true}] Session ID: 4fb6430ddfa3bc5c80a820e89dce7088,
Create_New_Oppty_functionality,Create New Oppty on Save & Add Product,New Oppty should be created,FlowTest,07:01:51 PM,07:02:01 PM,10.0,FAIL,Failed to find element: "[Locator = {Byxpath: //label[text()='Opportunity Name']//ancestor::td[1]//following-sibling::td[1]//input}]" For documentation on this error please visit: http://seleniumhqorg/exceptions/no_such_elementhtml Build info: version: '360' revision: '6fbf3ec767' time: '2017-09-27T15:28:364Z' System info: host: 'DIN30000807' ip: '320920694' osname: 'Windows 10' osarch: 'amd64' osversion: '100' javaversion: '180_144' Driver info: driverversion: unknown,
Create_New_Oppty_Validation,Click on Save & Add Product,Validation should be displayed on Save without mandatory fields,FlowTest,07:02:02 PM,07:02:26 PM,23.6,PASS,,
